MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
19.80,Male,0.00,Yes,No,50.00,No,No internet service,Two year,No,No
59.15,Male,0.00,No,No,6.00,DSL,No,Month-to-month,Yes,No
44.75,Male,0.00,Yes,Yes,7.00,DSL,No,Month-to-month,No,No
90.80,Male,0.00,Yes,Yes,72.00,Fiber optic,No,Two year,Yes,No
49.55,Male,0.00,Yes,No,8.00,DSL,Yes,Month-to-month,Yes,No
106.70,Female,0.00,Yes,Yes,67.00,Fiber optic,No,Two year,No,No
93.55,Female,1.00,Yes,No,24.00,Fiber optic,No,Month-to-month,Yes,Yes
94.45,Female,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
19.45,Male,0.00,Yes,Yes,33.00,No,No internet service,One year,Yes,No
25.05,Male,0.00,No,No,2.00,DSL,No,Month-to-month,Yes,Yes
67.95,Male,0.00,Yes,No,70.00,DSL,Yes,Two year,No,No
65.25,Female,0.00,No,No,22.00,DSL,Yes,One year,No,No
99.45,Female,0.00,No,No,59.00,Fiber optic,Yes,Month-to-month,Yes,No
20.35,Male,0.00,No,No,36.00,No,No internet service,One year,Yes,No
19.95,Female,0.00,Yes,Yes,51.00,No,No internet service,Two year,No,No
77.40,Male,0.00,Yes,No,53.00,DSL,No,One year,No,No
19.70,Female,0.00,Yes,Yes,20.00,No,No internet service,One year,No,No
99.70,Male,0.00,Yes,No,63.00,Fiber optic,No,Two year,No,No
74.80,Female,0.00,No,No,40.00,Fiber optic,Yes,Month-to-month,No,No
19.15,Male,0.00,No,No,35.00,No,No internet service,One year,Yes,No
78.95,Male,0.00,Yes,Yes,26.00,Fiber optic,No,One year,No,No
95.55,Male,1.00,Yes,No,27.00,Fiber optic,Yes,Month-to-month,Yes,Yes
62.85,Male,0.00,No,Yes,53.00,DSL,Yes,One year,No,No
71.55,Male,1.00,Yes,No,34.00,Fiber optic,No,Month-to-month,No,No
94.95,Female,1.00,Yes,No,19.00,Fiber optic,No,Month-to-month,Yes,No
86.10,Male,0.00,Yes,No,43.00,Fiber optic,Yes,Month-to-month,Yes,No
19.55,Male,0.00,Yes,Yes,6.00,No,No internet service,Month-to-month,No,No
24.80,Male,0.00,No,Yes,56.00,No,No internet service,Two year,Yes,No
39.30,Male,0.00,No,No,57.00,DSL,Yes,Month-to-month,Yes,Yes
84.05,Male,0.00,Yes,Yes,34.00,Fiber optic,No,Month-to-month,Yes,No
36.25,Female,0.00,No,No,10.00,DSL,Yes,Month-to-month,No,No
20.25,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,Yes
23.90,Female,0.00,No,No,13.00,DSL,No,Month-to-month,Yes,Yes
98.60,Male,0.00,No,No,56.00,Fiber optic,Yes,Month-to-month,No,No
103.65,Female,0.00,Yes,No,55.00,Fiber optic,Yes,Month-to-month,Yes,No
92.90,Female,0.00,Yes,Yes,36.00,DSL,Yes,Two year,Yes,No
19.90,Male,0.00,Yes,No,47.00,No,No internet service,One year,No,No
20.10,Female,0.00,Yes,Yes,12.00,No,No internet service,Month-to-month,Yes,No
85.45,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
80.50,Male,1.00,No,No,24.00,Fiber optic,Yes,Month-to-month,Yes,No
99.90,Female,0.00,No,No,63.00,Fiber optic,Yes,One year,No,Yes
39.85,Female,1.00,No,No,35.00,DSL,No,Month-to-month,Yes,No
60.50,Female,0.00,No,No,67.00,DSL,Yes,One year,No,No
84.80,Male,0.00,No,No,25.00,Fiber optic,No,Month-to-month,Yes,Yes
103.85,Male,0.00,No,No,21.00,Fiber optic,No,Month-to-month,No,No
67.80,Female,0.00,No,No,13.00,DSL,Yes,Month-to-month,No,No
75.20,Male,0.00,Yes,No,35.00,Fiber optic,No,Month-to-month,Yes,Yes
24.85,Male,1.00,Yes,No,71.00,No,No internet service,Two year,No,No
19.35,Female,0.00,No,No,29.00,No,No internet service,Month-to-month,No,No
49.35,Male,0.00,Yes,No,71.00,DSL,Yes,Two year,No,Yes
89.00,Male,1.00,Yes,No,7.00,Fiber optic,No,Month-to-month,Yes,No
55.00,Female,1.00,No,No,57.00,DSL,Yes,Month-to-month,Yes,No
76.15,Male,0.00,Yes,No,65.00,DSL,No,Two year,No,No
20.30,Male,0.00,No,No,27.00,No,No internet service,One year,No,No
74.90,Male,0.00,No,No,6.00,Fiber optic,No,Month-to-month,Yes,Yes
117.35,Female,1.00,No,No,72.00,Fiber optic,Yes,Two year,Yes,No
19.75,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,No
45.20,Male,0.00,No,No,11.00,DSL,No,Month-to-month,No,No
25.20,Male,0.00,Yes,Yes,39.00,No,No internet service,Two year,No,No
89.75,Female,1.00,No,No,59.00,Fiber optic,Yes,Month-to-month,Yes,No
75.00,Male,0.00,No,No,26.00,DSL,No,One year,No,No
49.95,Male,1.00,No,No,2.00,DSL,No,Month-to-month,No,No
65.70,Female,0.00,Yes,Yes,72.00,DSL,Yes,Two year,No,No
67.05,Male,0.00,Yes,No,65.00,DSL,Yes,One year,No,No
110.90,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,No,No
87.95,Male,0.00,No,No,6.00,Fiber optic,No,Month-to-month,Yes,No
19.80,Male,1.00,No,No,32.00,No,No internet service,One year,No,No
75.70,Female,0.00,Yes,No,50.00,DSL,No,One year,No,No
62.15,Male,0.00,Yes,No,61.00,DSL,No,Two year,Yes,No
101.25,Female,0.00,No,No,15.00,Fiber optic,Yes,Month-to-month,Yes,Yes
115.15,Male,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,No,No
18.95,Male,0.00,No,No,9.00,No,No internet service,Month-to-month,Yes,Yes
19.50,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
86.55,Female,0.00,No,No,12.00,Fiber optic,No,Month-to-month,Yes,No
28.60,Female,0.00,No,No,37.00,DSL,No,Month-to-month,No,Yes
20.40,Male,0.00,Yes,Yes,61.00,No,No internet service,One year,No,No
19.80,Male,0.00,Yes,Yes,18.00,No,No internet service,One year,No,No
45.65,Male,0.00,No,Yes,21.00,DSL,No,Month-to-month,No,No
56.40,Male,0.00,Yes,Yes,68.00,DSL,Yes,Two year,Yes,No
73.30,Male,1.00,No,No,12.00,Fiber optic,No,Month-to-month,Yes,No
24.35,Female,1.00,No,No,2.00,DSL,No,Month-to-month,No,Yes
101.35,Female,0.00,Yes,No,62.00,Fiber optic,No,Month-to-month,Yes,No
98.65,Female,1.00,No,No,29.00,Fiber optic,No,Month-to-month,No,Yes
33.60,Male,0.00,No,Yes,1.00,DSL,Yes,Month-to-month,No,No
79.90,Male,1.00,Yes,No,5.00,Fiber optic,No,Month-to-month,Yes,Yes
20.70,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
104.05,Male,0.00,No,Yes,62.00,Fiber optic,No,Two year,Yes,No
20.25,Female,0.00,Yes,Yes,36.00,No,No internet service,Two year,No,No
103.30,Female,1.00,No,No,28.00,Fiber optic,No,Month-to-month,Yes,Yes
73.70,Female,0.00,Yes,Yes,69.00,DSL,Yes,One year,No,No
96.20,Female,0.00,Yes,No,11.00,Fiber optic,No,Month-to-month,Yes,Yes
108.75,Female,0.00,Yes,No,63.00,Fiber optic,Yes,Month-to-month,Yes,No
20.15,Male,0.00,No,No,23.00,No,No internet service,One year,No,No
19.75,Male,0.00,No,No,10.00,No,No internet service,Month-to-month,No,No
25.95,Female,0.00,Yes,No,71.00,No,No internet service,Two year,Yes,No
70.05,Female,1.00,No,No,45.00,DSL,No,Month-to-month,Yes,No
24.05,Female,0.00,Yes,Yes,70.00,No,No internet service,Two year,No,No
84.75,Female,0.00,No,Yes,22.00,Fiber optic,No,Month-to-month,Yes,No
23.05,Female,0.00,Yes,Yes,52.00,No,No internet service,Two year,No,No
104.15,Male,0.00,Yes,No,55.00,Fiber optic,No,One year,Yes,Yes
59.95,Female,0.00,No,No,65.00,DSL,No,Two year,No,No
19.55,Female,0.00,Yes,Yes,72.00,No,No internet service,Two year,No,No
19.60,Male,0.00,Yes,No,10.00,No,No internet service,One year,No,No
20.05,Female,0.00,No,Yes,7.00,No,No internet service,One year,No,No
85.55,Male,1.00,No,No,5.00,Fiber optic,Yes,Month-to-month,Yes,No
78.60,Female,0.00,Yes,Yes,24.00,DSL,No,Two year,No,No
116.80,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
43.55,Male,0.00,No,No,21.00,DSL,No,Month-to-month,Yes,No
60.80,Male,0.00,Yes,No,69.00,DSL,Yes,One year,Yes,No
54.90,Male,0.00,Yes,Yes,44.00,DSL,Yes,Month-to-month,Yes,No
65.20,Female,1.00,Yes,Yes,61.00,DSL,No,One year,Yes,No
102.95,Male,1.00,No,No,24.00,Fiber optic,Yes,Month-to-month,Yes,Yes
90.60,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
50.80,Female,0.00,No,No,6.00,DSL,No,Month-to-month,Yes,Yes
90.05,Male,0.00,No,No,4.00,Fiber optic,Yes,Month-to-month,Yes,Yes
108.20,Male,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
92.00,Male,0.00,No,No,72.00,DSL,Yes,Two year,No,No
75.10,Male,1.00,Yes,No,14.00,Fiber optic,No,Month-to-month,Yes,No
25.05,Male,0.00,No,No,7.00,No,No internet service,Month-to-month,Yes,No
75.15,Female,0.00,No,No,48.00,Fiber optic,Yes,One year,No,No
19.50,Male,0.00,Yes,Yes,55.00,No,No internet service,One year,No,No
19.30,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
112.20,Male,0.00,No,No,45.00,Fiber optic,Yes,One year,No,No
70.30,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,No
19.60,Female,0.00,Yes,No,71.00,No,No internet service,Two year,No,No
20.25,Male,0.00,Yes,No,8.00,No,No internet service,Month-to-month,No,No
75.85,Female,0.00,Yes,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
80.65,Male,0.00,Yes,Yes,69.00,DSL,Yes,Two year,No,No
68.50,Male,0.00,Yes,Yes,1.00,Fiber optic,No,Month-to-month,Yes,Yes
115.75,Female,1.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
73.50,Male,0.00,No,No,11.00,Fiber optic,No,Month-to-month,Yes,Yes
80.60,Male,0.00,No,No,71.00,DSL,Yes,Two year,No,No
69.95,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
59.55,Female,0.00,Yes,No,33.00,DSL,No,Two year,No,No
19.05,Female,0.00,No,No,16.00,No,No internet service,One year,No,No
95.65,Female,1.00,Yes,No,56.00,Fiber optic,Yes,One year,No,No
19.95,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
70.05,Male,0.00,No,No,5.00,DSL,No,Month-to-month,Yes,Yes
19.40,Male,0.00,Yes,Yes,57.00,No,No internet service,One year,No,No
36.10,Male,0.00,Yes,Yes,56.00,DSL,Yes,One year,Yes,No
94.00,Male,0.00,No,No,8.00,Fiber optic,Yes,Month-to-month,Yes,Yes
61.15,Female,0.00,Yes,Yes,22.00,DSL,Yes,Month-to-month,No,Yes
19.75,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
64.10,Female,0.00,No,Yes,40.00,DSL,No,Month-to-month,Yes,No
19.75,Male,0.00,Yes,Yes,46.00,No,No internet service,Two year,No,No
19.70,Male,0.00,Yes,Yes,63.00,No,No internet service,Two year,No,No
110.20,Male,0.00,Yes,Yes,68.00,Fiber optic,Yes,Two year,Yes,No
106.35,Male,0.00,Yes,Yes,69.00,Fiber optic,Yes,Two year,Yes,No
90.55,Female,0.00,Yes,No,56.00,Fiber optic,Yes,Month-to-month,No,No
65.90,Female,0.00,Yes,Yes,10.00,DSL,Yes,One year,Yes,No
104.50,Male,0.00,No,No,63.00,Fiber optic,Yes,One year,No,No
52.50,Female,0.00,Yes,Yes,24.00,DSL,Yes,Two year,Yes,No
56.10,Female,0.00,No,No,19.00,DSL,No,Month-to-month,Yes,No
88.75,Male,0.00,Yes,Yes,22.00,Fiber optic,No,Month-to-month,Yes,No
84.45,Male,0.00,Yes,No,29.00,Fiber optic,Yes,Month-to-month,Yes,Yes
75.30,Male,0.00,Yes,No,13.00,DSL,No,One year,Yes,Yes
26.00,Female,0.00,Yes,No,70.00,No,No internet service,Two year,Yes,No
99.40,Female,0.00,Yes,No,49.00,Fiber optic,Yes,Month-to-month,No,No
109.55,Female,1.00,Yes,No,43.00,Fiber optic,No,One year,Yes,Yes
19.60,Female,0.00,No,No,3.00,No,No internet service,Month-to-month,Yes,Yes
73.15,Male,0.00,Yes,Yes,42.00,DSL,No,One year,No,No
54.65,Male,0.00,No,No,57.00,DSL,Yes,One year,Yes,No
66.40,Male,1.00,No,No,2.00,DSL,No,Month-to-month,No,Yes
115.55,Female,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
104.45,Female,1.00,No,No,46.00,Fiber optic,Yes,Month-to-month,Yes,No
100.05,Male,1.00,Yes,No,66.00,Fiber optic,No,Month-to-month,Yes,Yes
102.00,Male,0.00,No,No,62.00,Fiber optic,Yes,One year,No,Yes
91.15,Female,0.00,Yes,No,72.00,DSL,Yes,Two year,Yes,No
89.70,Male,0.00,Yes,Yes,35.00,Fiber optic,Yes,One year,Yes,No
90.20,Male,0.00,Yes,No,17.00,Fiber optic,Yes,Month-to-month,No,Yes
92.40,Female,0.00,Yes,No,72.00,DSL,Yes,Two year,Yes,No
19.90,Female,0.00,Yes,Yes,28.00,No,No internet service,One year,No,No
25.15,Male,0.00,Yes,No,56.00,No,No internet service,Two year,Yes,Yes
79.85,Female,0.00,No,No,31.00,Fiber optic,No,Month-to-month,Yes,Yes
18.85,Male,0.00,No,No,45.00,No,No internet service,One year,No,No
25.75,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,No
49.60,Female,0.00,No,No,2.00,DSL,Yes,Month-to-month,Yes,Yes
20.95,Female,0.00,No,No,6.00,No,No internet service,Month-to-month,Yes,No
97.05,Female,0.00,Yes,No,48.00,Fiber optic,Yes,One year,Yes,No
25.40,Male,0.00,Yes,Yes,25.00,No,No internet service,Month-to-month,Yes,No
19.70,Male,0.00,Yes,Yes,64.00,No,No internet service,Two year,Yes,No
35.00,Male,0.00,No,No,50.00,DSL,Yes,Month-to-month,Yes,No
101.25,Female,0.00,Yes,Yes,52.00,Fiber optic,No,One year,No,No
70.20,Male,1.00,Yes,No,4.00,Fiber optic,No,Month-to-month,Yes,No
90.95,Female,1.00,No,No,32.00,Fiber optic,No,Month-to-month,No,No
73.85,Male,0.00,Yes,Yes,45.00,DSL,Yes,Two year,No,No
88.05,Male,0.00,Yes,No,9.00,Fiber optic,No,Month-to-month,Yes,No
105.95,Female,1.00,Yes,No,66.00,Fiber optic,No,One year,Yes,Yes
91.85,Male,0.00,No,Yes,3.00,Fiber optic,No,Month-to-month,No,Yes
20.10,Female,0.00,No,No,54.00,No,No internet service,Two year,No,No
40.10,Female,0.00,Yes,Yes,1.00,DSL,No,Month-to-month,No,Yes
110.30,Female,0.00,Yes,Yes,64.00,Fiber optic,Yes,Two year,No,No
73.90,Female,1.00,No,No,31.00,Fiber optic,No,Month-to-month,Yes,Yes
89.80,Female,0.00,No,No,14.00,Fiber optic,No,Month-to-month,Yes,Yes
85.15,Female,0.00,No,No,12.00,Fiber optic,No,One year,Yes,No
60.95,Male,1.00,Yes,No,67.00,DSL,Yes,One year,Yes,No
72.25,Female,0.00,Yes,Yes,35.00,DSL,No,Month-to-month,No,Yes
73.55,Female,0.00,No,No,45.00,DSL,No,Two year,No,No
46.00,Male,0.00,No,No,10.00,DSL,No,Month-to-month,No,No
58.55,Female,1.00,No,No,29.00,DSL,Yes,Month-to-month,Yes,No
24.60,Female,0.00,No,No,24.00,No,No internet service,One year,No,No
19.75,Male,0.00,Yes,Yes,66.00,No,No internet service,Two year,Yes,No
86.35,Male,0.00,No,No,51.00,Fiber optic,No,One year,No,No
25.50,Female,0.00,Yes,No,45.00,No,No internet service,Two year,No,No
19.00,Female,0.00,Yes,No,49.00,No,No internet service,One year,No,No
19.55,Female,0.00,Yes,No,29.00,No,No internet service,Two year,Yes,No
110.10,Male,0.00,Yes,Yes,40.00,Fiber optic,Yes,Month-to-month,Yes,No
96.55,Female,1.00,No,No,37.00,Fiber optic,No,Month-to-month,Yes,Yes
69.75,Male,0.00,No,No,25.00,Fiber optic,No,Month-to-month,No,No
50.60,Female,0.00,No,No,22.00,DSL,No,Month-to-month,Yes,No
65.60,Male,0.00,No,No,72.00,DSL,Yes,Two year,Yes,No
40.10,Female,0.00,No,No,7.00,DSL,Yes,Month-to-month,Yes,Yes
82.10,Male,0.00,Yes,Yes,33.00,DSL,Yes,Two year,No,No
79.10,Female,0.00,No,No,23.00,Fiber optic,Yes,Month-to-month,Yes,No
101.25,Male,1.00,No,No,24.00,Fiber optic,Yes,Month-to-month,Yes,Yes
79.55,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
90.65,Male,0.00,No,No,69.00,DSL,Yes,Two year,No,No
20.55,Female,0.00,No,Yes,3.00,No,No internet service,One year,Yes,No
75.75,Male,0.00,No,No,56.00,DSL,Yes,One year,Yes,No
110.00,Male,0.00,No,No,65.00,Fiber optic,No,One year,Yes,No
20.85,Male,0.00,Yes,No,71.00,No,No internet service,One year,No,No
80.35,Female,1.00,No,No,14.00,Fiber optic,No,Month-to-month,Yes,No
70.15,Female,0.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,No
84.05,Female,0.00,No,No,32.00,Fiber optic,No,One year,No,Yes
67.45,Male,0.00,No,No,40.00,DSL,No,Month-to-month,No,No
20.75,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
89.10,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
69.90,Female,0.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,No
51.10,Female,0.00,Yes,No,15.00,DSL,No,Month-to-month,Yes,No
94.40,Female,0.00,Yes,Yes,17.00,Fiber optic,No,Month-to-month,No,Yes
78.25,Male,0.00,No,No,19.00,Fiber optic,Yes,Month-to-month,Yes,Yes
25.55,Male,0.00,No,No,71.00,No,No internet service,Two year,No,No
60.00,Female,0.00,Yes,Yes,54.00,DSL,No,Two year,No,No
90.55,Male,0.00,Yes,No,31.00,Fiber optic,Yes,Month-to-month,Yes,No
76.40,Female,0.00,No,No,11.00,Fiber optic,No,Month-to-month,No,No
84.95,Female,1.00,No,No,18.00,Fiber optic,No,Month-to-month,Yes,No
110.10,Female,1.00,No,No,72.00,Fiber optic,Yes,Two year,Yes,No
99.65,Female,1.00,No,No,71.00,Fiber optic,Yes,Month-to-month,Yes,No
45.40,Male,1.00,No,No,5.00,DSL,No,Month-to-month,No,No
69.00,Male,0.00,Yes,No,38.00,DSL,No,One year,No,No
48.65,Male,0.00,No,Yes,5.00,DSL,No,Month-to-month,Yes,No
44.15,Male,1.00,No,No,2.00,DSL,No,Month-to-month,Yes,Yes
59.85,Female,1.00,No,No,52.00,DSL,No,Two year,No,No
75.75,Female,1.00,No,No,8.00,Fiber optic,No,Month-to-month,Yes,Yes
80.65,Female,0.00,No,No,68.00,DSL,Yes,Two year,Yes,No
20.55,Male,0.00,Yes,Yes,69.00,No,No internet service,One year,Yes,No
66.40,Female,0.00,Yes,No,42.00,DSL,Yes,Month-to-month,Yes,No
100.20,Female,0.00,No,No,50.00,Fiber optic,Yes,Two year,Yes,No
19.10,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,Yes
80.30,Male,1.00,Yes,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
44.55,Male,0.00,Yes,No,33.00,DSL,No,Month-to-month,Yes,No
20.35,Female,0.00,No,No,7.00,No,No internet service,Month-to-month,No,No
91.80,Male,0.00,Yes,Yes,64.00,Fiber optic,Yes,Month-to-month,Yes,No
74.90,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
20.20,Male,0.00,No,No,59.00,No,No internet service,Two year,Yes,No
50.35,Female,0.00,Yes,No,6.00,DSL,No,Month-to-month,No,No
18.80,Female,0.00,No,No,3.00,No,No internet service,Month-to-month,No,No
20.45,Female,0.00,Yes,No,15.00,No,No internet service,Month-to-month,No,No
64.75,Male,0.00,Yes,Yes,13.00,DSL,No,One year,Yes,No
98.70,Female,0.00,No,No,23.00,Fiber optic,Yes,Month-to-month,Yes,No
89.45,Male,1.00,Yes,No,31.00,Fiber optic,No,Month-to-month,No,No
58.75,Male,0.00,No,No,29.00,DSL,Yes,One year,Yes,No
20.70,Female,0.00,Yes,No,49.00,No,No internet service,One year,No,No
85.60,Female,0.00,Yes,No,56.00,Fiber optic,No,Month-to-month,Yes,No
80.30,Female,0.00,No,No,63.00,DSL,Yes,Two year,Yes,No
79.80,Male,0.00,Yes,No,63.00,DSL,No,Two year,No,No
79.85,Male,1.00,Yes,Yes,24.00,Fiber optic,No,Month-to-month,Yes,No
54.10,Male,1.00,Yes,No,36.00,DSL,No,One year,No,No
80.85,Female,1.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,Yes
24.75,Male,0.00,No,No,3.00,DSL,No,Month-to-month,No,Yes
80.90,Female,0.00,Yes,No,21.00,DSL,No,One year,No,No
24.50,Male,0.00,Yes,Yes,13.00,No,No internet service,One year,No,No
20.15,Male,0.00,Yes,Yes,1.00,No,No internet service,Month-to-month,Yes,No
20.05,Female,0.00,Yes,Yes,25.00,No,No internet service,One year,No,No
19.60,Male,0.00,Yes,Yes,71.00,No,No internet service,Two year,Yes,No
114.30,Male,0.00,No,No,66.00,Fiber optic,Yes,One year,Yes,No
100.30,Female,0.00,No,No,45.00,Fiber optic,Yes,One year,Yes,No
80.00,Female,0.00,Yes,No,22.00,Fiber optic,No,Month-to-month,Yes,No
20.85,Female,0.00,Yes,No,67.00,No,No internet service,One year,Yes,No
89.95,Female,0.00,Yes,No,68.00,Fiber optic,No,Two year,Yes,No
20.00,Female,0.00,Yes,Yes,0.00,No,No internet service,Two year,No,No
90.85,Female,1.00,No,No,49.00,Fiber optic,No,Month-to-month,Yes,Yes
48.75,Female,1.00,No,No,4.00,DSL,No,Month-to-month,No,No
80.00,Male,0.00,Yes,No,63.00,DSL,Yes,One year,No,No
79.70,Female,0.00,Yes,No,2.00,Fiber optic,Yes,Month-to-month,No,Yes
20.35,Male,0.00,No,No,21.00,No,No internet service,One year,Yes,No
57.55,Male,0.00,Yes,Yes,55.00,DSL,Yes,Two year,No,Yes
20.25,Male,0.00,No,Yes,1.00,No,No internet service,Month-to-month,Yes,No
19.40,Female,0.00,No,No,17.00,No,No internet service,Two year,No,No
100.40,Male,0.00,No,No,30.00,Fiber optic,No,Month-to-month,Yes,No
57.95,Male,0.00,Yes,Yes,22.00,DSL,Yes,Month-to-month,Yes,No
59.50,Female,0.00,No,No,9.00,DSL,No,Month-to-month,Yes,No
19.20,Male,0.00,Yes,Yes,1.00,No,No internet service,Month-to-month,No,No
86.50,Female,0.00,Yes,No,21.00,Fiber optic,No,Month-to-month,Yes,Yes
59.55,Male,0.00,No,No,19.00,DSL,No,Month-to-month,No,No
103.95,Female,0.00,Yes,Yes,69.00,Fiber optic,Yes,Month-to-month,Yes,Yes
25.10,Male,1.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
103.95,Female,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
68.95,Male,0.00,Yes,Yes,70.00,DSL,No,Two year,No,No
103.10,Female,0.00,No,No,66.00,Fiber optic,Yes,Month-to-month,Yes,No
24.70,Female,0.00,Yes,Yes,7.00,DSL,No,Month-to-month,Yes,No
110.20,Female,1.00,Yes,Yes,46.00,Fiber optic,Yes,Month-to-month,Yes,No
48.95,Male,0.00,No,No,39.00,DSL,Yes,Month-to-month,Yes,Yes
62.45,Female,0.00,Yes,Yes,32.00,DSL,Yes,Month-to-month,No,No
89.55,Male,0.00,No,No,24.00,Fiber optic,Yes,Month-to-month,Yes,No
83.55,Male,0.00,Yes,Yes,6.00,Fiber optic,Yes,Month-to-month,Yes,Yes
78.90,Female,0.00,No,No,37.00,DSL,Yes,Month-to-month,Yes,No
20.35,Male,0.00,No,Yes,8.00,No,No internet service,Month-to-month,No,No
71.45,Female,0.00,Yes,Yes,72.00,DSL,No,Two year,Yes,No
46.35,Male,1.00,Yes,No,71.00,DSL,Yes,Two year,No,No
94.65,Female,0.00,Yes,No,16.00,Fiber optic,Yes,Month-to-month,Yes,No
49.90,Female,0.00,Yes,No,57.00,DSL,No,Month-to-month,Yes,No
25.45,Male,0.00,No,No,66.00,No,No internet service,One year,No,No
89.15,Female,1.00,No,No,17.00,Fiber optic,Yes,Month-to-month,Yes,Yes
20.75,Female,0.00,No,Yes,21.00,No,No internet service,Month-to-month,No,No
66.10,Male,0.00,Yes,No,66.00,DSL,Yes,Two year,Yes,No
75.40,Female,0.00,Yes,No,17.00,DSL,Yes,Month-to-month,Yes,No
70.45,Male,0.00,No,Yes,1.00,Fiber optic,No,Month-to-month,Yes,Yes
60.30,Male,0.00,Yes,No,58.00,DSL,Yes,One year,No,Yes
21.05,Female,0.00,Yes,Yes,8.00,No,No internet service,Month-to-month,No,No
69.35,Male,0.00,No,No,27.00,DSL,No,One year,No,No
88.85,Male,0.00,Yes,No,34.00,Fiber optic,Yes,Month-to-month,No,No
97.00,Male,0.00,No,No,30.00,Fiber optic,Yes,One year,Yes,No
66.40,Male,0.00,No,No,33.00,DSL,Yes,Month-to-month,Yes,No
24.75,Male,0.00,No,Yes,1.00,DSL,No,Month-to-month,No,Yes
69.20,Male,0.00,Yes,Yes,14.00,DSL,Yes,Month-to-month,No,No
79.50,Female,0.00,No,Yes,16.00,Fiber optic,No,One year,Yes,No
100.65,Female,0.00,No,No,49.00,Fiber optic,No,Two year,No,No
103.30,Male,0.00,Yes,Yes,19.00,Fiber optic,No,Month-to-month,No,Yes
79.70,Female,0.00,Yes,Yes,70.00,DSL,Yes,Two year,No,No
61.40,Female,0.00,Yes,Yes,32.00,DSL,Yes,Month-to-month,No,No
69.80,Female,0.00,No,No,18.00,Fiber optic,No,Month-to-month,Yes,No
40.55,Male,0.00,No,No,37.00,DSL,Yes,Two year,Yes,No
75.65,Female,0.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,No
90.70,Female,0.00,Yes,No,16.00,Fiber optic,Yes,Month-to-month,No,No
80.50,Male,0.00,Yes,No,17.00,Fiber optic,Yes,Month-to-month,Yes,No
60.60,Female,0.00,No,Yes,19.00,DSL,Yes,Month-to-month,Yes,No
101.15,Male,0.00,Yes,No,60.00,Fiber optic,No,Two year,No,No
24.95,Male,0.00,Yes,Yes,51.00,No,No internet service,Two year,Yes,No
20.30,Male,0.00,Yes,Yes,28.00,No,No internet service,Two year,Yes,No
60.00,Male,0.00,No,No,43.00,DSL,Yes,Two year,Yes,No
20.25,Male,0.00,Yes,No,42.00,No,No internet service,Two year,No,No
78.50,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
44.75,Female,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
19.85,Female,0.00,No,No,3.00,No,No internet service,Month-to-month,No,Yes
98.00,Female,0.00,No,No,63.00,Fiber optic,Yes,Two year,No,No
79.90,Male,1.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
107.70,Male,0.00,Yes,No,68.00,Fiber optic,Yes,Month-to-month,Yes,No
99.70,Female,1.00,No,No,30.00,Fiber optic,Yes,Month-to-month,Yes,Yes
104.70,Female,0.00,No,No,60.00,Fiber optic,Yes,Two year,No,No
